#            Cell,              Row,           Column,     Xcenter (cm),     Ycenter (cm)
               0,                0,                0,          -56.469,         -140.442
               1,                0,                1,          -52.177,         -140.442
               2,                0,                2,          -47.884,         -140.442
               3,                0,                3,          -43.366,         -140.442
               4,                0,                4,          -39.073,         -140.442
               5,                0,                5,          -34.781,         -140.442
               6,                0,                6,          -30.262,         -140.442
               7,                0,                7,          -25.970,         -140.442
               8,                0,                8,          -21.677,         -140.442
               9,                0,                9,          -17.159,         -140.442
              10,                0,               10,          -12.866,         -140.442
              11,                0,               11,           -8.574,         -140.442
              12,                1,                0,          -56.469,         -136.149
              13,                1,                1,          -52.177,         -136.149
              14,                1,                2,          -47.884,         -136.149
              15,                1,                3,          -43.366,         -136.149
              16,                1,                4,          -39.073,         -136.149
              17,                1,                5,          -34.781,         -136.149
              18,                1,                6,          -30.262,         -136.149
              19,                1,                7,          -25.970,         -136.149
              20,                1,                8,          -21.677,         -136.149
              21,                1,                9,          -17.159,         -136.149
              22,                1,               10,          -12.866,         -136.149
              23,                1,               11,           -8.574,         -136.149
              24,                2,                0,          -56.469,         -131.857
              25,                2,                1,          -52.177,         -131.857
              26,                2,                2,          -47.884,         -131.857
              27,                2,                3,          -43.366,         -131.857
              28,                2,                4,          -39.073,         -131.857
              29,                2,                5,          -34.781,         -131.857
              30,                2,                6,          -30.262,         -131.857
              31,                2,                7,          -25.970,         -131.857
              32,                2,                8,          -21.677,         -131.857
              33,                2,                9,          -17.159,         -131.857
              34,                2,               10,          -12.866,         -131.857
              35,                2,               11,           -8.574,         -131.857
              36,                3,                0,          -52.349,         -127.401
              37,                3,                1,          -48.057,         -127.401
              38,                3,                2,          -43.764,         -127.401
              39,                3,                3,          -39.246,         -127.401
              40,                3,                4,          -34.953,         -127.401
              41,                3,                5,          -30.661,         -127.401
              42,                3,                6,          -26.142,         -127.401
              43,                3,                7,          -21.850,         -127.401
              44,                3,                8,          -17.557,         -127.401
              45,                3,                9,          -13.039,         -127.401
              46,                3,               10,           -8.746,         -127.401
              47,                3,               11,           -4.454,         -127.401
              48,                3,               12,            0.065,         -127.401
              49,                3,               13,            4.357,         -127.401
              50,                3,               14,            8.650,         -127.401
              51,                3,               15,           13.168,         -127.401
              52,                3,               16,           17.461,         -127.401
              53,                3,               17,           21.754,         -127.401
              54,                4,                0,          -52.349,         -123.109
              55,                4,                1,          -48.057,         -123.109
              56,                4,                2,          -43.764,         -123.109
              57,                4,                3,          -39.246,         -123.109
              58,                4,                4,          -34.953,         -123.109
              59,                4,                5,          -30.661,         -123.109
              60,                4,                6,          -26.142,         -123.109
              61,                4,                7,          -21.850,         -123.109
              62,                4,                8,          -17.557,         -123.109
              63,                4,                9,          -13.039,         -123.109
              64,                4,               10,           -8.746,         -123.109
              65,                4,               11,           -4.454,         -123.109
              66,                4,               12,            0.065,         -123.109
              67,                4,               13,            4.357,         -123.109
              68,                4,               14,            8.650,         -123.109
              69,                4,               15,           13.168,         -123.109
              70,                4,               16,           17.461,         -123.109
              71,                4,               17,           21.754,         -123.109
              72,                5,                0,          -52.349,         -118.816
              73,                5,                1,          -48.057,         -118.816
              74,                5,                2,          -43.764,         -118.816
              75,                5,                3,          -39.246,         -118.816
              76,                5,                4,          -34.953,         -118.816
              77,                5,                5,          -30.661,         -118.816
              78,                5,                6,          -26.142,         -118.816
              79,                5,                7,          -21.850,         -118.816
              80,                5,                8,          -17.557,         -118.816
              81,                5,                9,          -13.039,         -118.816
              82,                5,               10,           -8.746,         -118.816
              83,                5,               11,           -4.454,         -118.816
              84,                5,               12,            0.065,         -118.816
              85,                5,               13,            4.357,         -118.816
              86,                5,               14,            8.650,         -118.816
              87,                5,               15,           13.168,         -118.816
              88,                5,               16,           17.461,         -118.816
              89,                5,               17,           21.754,         -118.816
              90,                6,                0,          -56.469,         -114.361
              91,                6,                1,          -52.177,         -114.361
              92,                6,                2,          -47.884,         -114.361
              93,                6,                3,          -43.366,         -114.361
              94,                6,                4,          -39.073,         -114.361
              95,                6,                5,          -34.781,         -114.361
              96,                6,                6,          -30.262,         -114.361
              97,                6,                7,          -25.970,         -114.361
              98,                6,                8,          -21.677,         -114.361
              99,                6,                9,          -17.159,         -114.361
             100,                6,               10,          -12.866,         -114.361
             101,                6,               11,           -8.574,         -114.361
             102,                6,               12,           -4.055,         -114.361
             103,                6,               13,            0.237,         -114.361
             104,                6,               14,            4.530,         -114.361
             105,                6,               15,            9.048,         -114.361
             106,                6,               16,           13.341,         -114.361
             107,                6,               17,           17.634,         -114.361
             108,                6,               18,           22.152,         -114.361
             109,                6,               19,           26.445,         -114.361
             110,                6,               20,           30.737,         -114.361
             111,                7,                0,          -56.469,         -110.068
             112,                7,                1,          -52.177,         -110.068
             113,                7,                2,          -47.884,         -110.068
             114,                7,                3,          -43.366,         -110.068
             115,                7,                4,          -39.073,         -110.068
             116,                7,                5,          -34.781,         -110.068
             117,                7,                6,          -30.262,         -110.068
             118,                7,                7,          -25.970,         -110.068
             119,                7,                8,          -21.677,         -110.068
             120,                7,                9,          -17.159,         -110.068
             121,                7,               10,          -12.866,         -110.068
             122,                7,               11,           -8.574,         -110.068
             123,                7,               12,           -4.055,         -110.068
             124,                7,               13,            0.237,         -110.068
             125,                7,               14,            4.530,         -110.068
             126,                7,               15,            9.048,         -110.068
             127,                7,               16,           13.341,         -110.068
             128,                7,               17,           17.634,         -110.068
             129,                7,               18,           22.152,         -110.068
             130,                7,               19,           26.445,         -110.068
             131,                7,               20,           30.737,         -110.068
             132,                8,                0,          -56.469,         -105.776
             133,                8,                1,          -52.177,         -105.776
             134,                8,                2,          -47.884,         -105.776
             135,                8,                3,          -43.366,         -105.776
             136,                8,                4,          -39.073,         -105.776
             137,                8,                5,          -34.781,         -105.776
             138,                8,                6,          -30.262,         -105.776
             139,                8,                7,          -25.970,         -105.776
             140,                8,                8,          -21.677,         -105.776
             141,                8,                9,          -17.159,         -105.776
             142,                8,               10,          -12.866,         -105.776
             143,                8,               11,           -8.574,         -105.776
             144,                8,               12,           -4.055,         -105.776
             145,                8,               13,            0.237,         -105.776
             146,                8,               14,            4.530,         -105.776
             147,                8,               15,            9.048,         -105.776
             148,                8,               16,           13.341,         -105.776
             149,                8,               17,           17.634,         -105.776
             150,                8,               18,           22.152,         -105.776
             151,                8,               19,           26.445,         -105.776
             152,                8,               20,           30.737,         -105.776
             153,                9,                0,          -52.349,         -101.321
             154,                9,                1,          -48.057,         -101.321
             155,                9,                2,          -43.764,         -101.321
             156,                9,                3,          -39.246,         -101.321
             157,                9,                4,          -34.953,         -101.321
             158,                9,                5,          -30.661,         -101.321
             159,                9,                6,          -26.142,         -101.321
             160,                9,                7,          -21.850,         -101.321
             161,                9,                8,          -17.557,         -101.321
             162,                9,                9,          -13.039,         -101.321
             163,                9,               10,           -8.746,         -101.321
             164,                9,               11,           -4.454,         -101.321
             165,                9,               12,            0.065,         -101.321
             166,                9,               13,            4.357,         -101.321
             167,                9,               14,            8.650,         -101.321
             168,                9,               15,           13.168,         -101.321
             169,                9,               16,           17.461,         -101.321
             170,                9,               17,           21.754,         -101.321
             171,                9,               18,           26.272,         -101.321
             172,                9,               19,           30.565,         -101.321
             173,                9,               20,           34.857,         -101.321
             174,               10,                0,          -52.349,          -97.028
             175,               10,                1,          -48.057,          -97.028
             176,               10,                2,          -43.764,          -97.028
             177,               10,                3,          -39.246,          -97.028
             178,               10,                4,          -34.953,          -97.028
             179,               10,                5,          -30.661,          -97.028
             180,               10,                6,          -26.142,          -97.028
             181,               10,                7,          -21.850,          -97.028
             182,               10,                8,          -17.557,          -97.028
             183,               10,                9,          -13.039,          -97.028
             184,               10,               10,           -8.746,          -97.028
             185,               10,               11,           -4.454,          -97.028
             186,               10,               12,            0.065,          -97.028
             187,               10,               13,            4.357,          -97.028
             188,               10,               14,            8.650,          -97.028
             189,               10,               15,           13.168,          -97.028
             190,               10,               16,           17.461,          -97.028
             191,               10,               17,           21.754,          -97.028
             192,               10,               18,           26.272,          -97.028
             193,               10,               19,           30.565,          -97.028
             194,               10,               20,           34.857,          -97.028
             195,               11,                0,          -52.349,          -92.735
             196,               11,                1,          -48.057,          -92.735
             197,               11,                2,          -43.764,          -92.735
             198,               11,                3,          -39.246,          -92.735
             199,               11,                4,          -34.953,          -92.735
             200,               11,                5,          -30.661,          -92.735
             201,               11,                6,          -26.142,          -92.735
             202,               11,                7,          -21.850,          -92.735
             203,               11,                8,          -17.557,          -92.735
             204,               11,                9,          -13.039,          -92.735
             205,               11,               10,           -8.746,          -92.735
             206,               11,               11,           -4.454,          -92.735
             207,               11,               12,            0.065,          -92.735
             208,               11,               13,            4.357,          -92.735
             209,               11,               14,            8.650,          -92.735
             210,               11,               15,           13.168,          -92.735
             211,               11,               16,           17.461,          -92.735
             212,               11,               17,           21.754,          -92.735
             213,               11,               18,           26.272,          -92.735
             214,               11,               19,           30.565,          -92.735
             215,               11,               20,           34.857,          -92.735
             216,               12,                0,          -56.629,          -88.280
             217,               12,                1,          -52.337,          -88.280
             218,               12,                2,          -48.044,          -88.280
             219,               12,                3,          -43.526,          -88.280
             220,               12,                4,          -39.233,          -88.280
             221,               12,                5,          -34.941,          -88.280
             222,               12,                6,          -30.422,          -88.280
             223,               12,                7,          -26.130,          -88.280
             224,               12,                8,          -21.837,          -88.280
             225,               12,                9,          -17.319,          -88.280
             226,               12,               10,          -13.026,          -88.280
             227,               12,               11,           -8.734,          -88.280
             228,               12,               12,           -4.215,          -88.280
             229,               12,               13,            0.077,          -88.280
             230,               12,               14,            4.370,          -88.280
             231,               12,               15,            8.888,          -88.280
             232,               12,               16,           13.181,          -88.280
             233,               12,               17,           17.474,          -88.280
             234,               12,               18,           21.992,          -88.280
             235,               12,               19,           26.285,          -88.280
             236,               12,               20,           30.577,          -88.280
             237,               12,               21,           35.096,          -88.280
             238,               12,               22,           39.388,          -88.280
             239,               12,               23,           43.681,          -88.280
             240,               13,                0,          -56.629,          -83.988
             241,               13,                1,          -52.337,          -83.988
             242,               13,                2,          -48.044,          -83.988
             243,               13,                3,          -43.526,          -83.988
             244,               13,                4,          -39.233,          -83.988
             245,               13,                5,          -34.941,          -83.988
             246,               13,                6,          -30.422,          -83.988
             247,               13,                7,          -26.130,          -83.988
             248,               13,                8,          -21.837,          -83.988
             249,               13,                9,          -17.319,          -83.988
             250,               13,               10,          -13.026,          -83.988
             251,               13,               11,           -8.734,          -83.988
             252,               13,               12,           -4.215,          -83.988
             253,               13,               13,            0.077,          -83.988
             254,               13,               14,            4.370,          -83.988
             255,               13,               15,            8.888,          -83.988
             256,               13,               16,           13.181,          -83.988
             257,               13,               17,           17.474,          -83.988
             258,               13,               18,           21.992,          -83.988
             259,               13,               19,           26.285,          -83.988
             260,               13,               20,           30.577,          -83.988
             261,               13,               21,           35.096,          -83.988
             262,               13,               22,           39.388,          -83.988
             263,               13,               23,           43.681,          -83.988
             264,               14,                0,          -56.629,          -79.695
             265,               14,                1,          -52.337,          -79.695
             266,               14,                2,          -48.044,          -79.695
             267,               14,                3,          -43.526,          -79.695
             268,               14,                4,          -39.233,          -79.695
             269,               14,                5,          -34.941,          -79.695
             270,               14,                6,          -30.422,          -79.695
             271,               14,                7,          -26.130,          -79.695
             272,               14,                8,          -21.837,          -79.695
             273,               14,                9,          -17.319,          -79.695
             274,               14,               10,          -13.026,          -79.695
             275,               14,               11,           -8.734,          -79.695
             276,               14,               12,           -4.215,          -79.695
             277,               14,               13,            0.077,          -79.695
             278,               14,               14,            4.370,          -79.695
             279,               14,               15,            8.888,          -79.695
             280,               14,               16,           13.181,          -79.695
             281,               14,               17,           17.474,          -79.695
             282,               14,               18,           21.992,          -79.695
             283,               14,               19,           26.285,          -79.695
             284,               14,               20,           30.577,          -79.695
             285,               14,               21,           35.096,          -79.695
             286,               14,               22,           39.388,          -79.695
             287,               14,               23,           43.681,          -79.695
             288,               15,                0,          -50.609,          -75.240
             289,               15,                1,          -46.317,          -75.240
             290,               15,                2,          -42.024,          -75.240
             291,               15,                3,          -37.506,          -75.240
             292,               15,                4,          -33.213,          -75.240
             293,               15,                5,          -28.921,          -75.240
             294,               15,                6,          -24.402,          -75.240
             295,               15,                7,          -20.110,          -75.240
             296,               15,                8,          -15.817,          -75.240
             297,               15,                9,          -11.299,          -75.240
             298,               15,               10,           -7.006,          -75.240
             299,               15,               11,           -2.714,          -75.240
             300,               15,               12,            1.805,          -75.240
             301,               15,               13,            6.097,          -75.240
             302,               15,               14,           10.390,          -75.240
             303,               15,               15,           14.908,          -75.240
             304,               15,               16,           19.201,          -75.240
             305,               15,               17,           23.494,          -75.240
             306,               15,               18,           28.012,          -75.240
             307,               15,               19,           32.305,          -75.240
             308,               15,               20,           36.597,          -75.240
             309,               15,               21,           41.115,          -75.240
             310,               15,               22,           45.408,          -75.240
             311,               15,               23,           49.701,          -75.240
             312,               16,                0,          -50.609,          -70.947
             313,               16,                1,          -46.317,          -70.947
             314,               16,                2,          -42.024,          -70.947
             315,               16,                3,          -37.506,          -70.947
             316,               16,                4,          -33.213,          -70.947
             317,               16,                5,          -28.921,          -70.947
             318,               16,                6,          -24.402,          -70.947
             319,               16,                7,          -20.110,          -70.947
             320,               16,                8,          -15.817,          -70.947
             321,               16,                9,          -11.299,          -70.947
             322,               16,               10,           -7.006,          -70.947
             323,               16,               11,           -2.714,          -70.947
             324,               16,               12,            1.805,          -70.947
             325,               16,               13,            6.097,          -70.947
             326,               16,               14,           10.390,          -70.947
             327,               16,               15,           14.908,          -70.947
             328,               16,               16,           19.201,          -70.947
             329,               16,               17,           23.494,          -70.947
             330,               16,               18,           28.012,          -70.947
             331,               16,               19,           32.305,          -70.947
             332,               16,               20,           36.597,          -70.947
             333,               16,               21,           41.115,          -70.947
             334,               16,               22,           45.408,          -70.947
             335,               16,               23,           49.701,          -70.947
             336,               17,                0,          -50.609,          -66.655
             337,               17,                1,          -46.317,          -66.655
             338,               17,                2,          -42.024,          -66.655
             339,               17,                3,          -37.506,          -66.655
             340,               17,                4,          -33.213,          -66.655
             341,               17,                5,          -28.921,          -66.655
             342,               17,                6,          -24.402,          -66.655
             343,               17,                7,          -20.110,          -66.655
             344,               17,                8,          -15.817,          -66.655
             345,               17,                9,          -11.299,          -66.655
             346,               17,               10,           -7.006,          -66.655
             347,               17,               11,           -2.714,          -66.655
             348,               17,               12,            1.805,          -66.655
             349,               17,               13,            6.097,          -66.655
             350,               17,               14,           10.390,          -66.655
             351,               17,               15,           14.908,          -66.655
             352,               17,               16,           19.201,          -66.655
             353,               17,               17,           23.494,          -66.655
             354,               17,               18,           28.012,          -66.655
             355,               17,               19,           32.305,          -66.655
             356,               17,               20,           36.597,          -66.655
             357,               17,               21,           41.115,          -66.655
             358,               17,               22,           45.408,          -66.655
             359,               17,               23,           49.701,          -66.655
             360,               18,                0,          -50.759,          -62.200
             361,               18,                1,          -46.467,          -62.200
             362,               18,                2,          -42.174,          -62.200
             363,               18,                3,          -37.656,          -62.200
             364,               18,                4,          -33.363,          -62.200
             365,               18,                5,          -29.071,          -62.200
             366,               18,                6,          -24.552,          -62.200
             367,               18,                7,          -20.260,          -62.200
             368,               18,                8,          -15.967,          -62.200
             369,               18,                9,          -11.449,          -62.200
             370,               18,               10,           -7.156,          -62.200
             371,               18,               11,           -2.864,          -62.200
             372,               18,               12,            1.655,          -62.200
             373,               18,               13,            5.947,          -62.200
             374,               18,               14,           10.240,          -62.200
             375,               18,               15,           14.758,          -62.200
             376,               18,               16,           19.051,          -62.200
             377,               18,               17,           23.344,          -62.200
             378,               18,               18,           27.862,          -62.200
             379,               18,               19,           32.155,          -62.200
             380,               18,               20,           36.447,          -62.200
             381,               18,               21,           40.965,          -62.200
             382,               18,               22,           45.258,          -62.200
             383,               18,               23,           49.551,          -62.200
             384,               18,               24,           54.069,          -62.200
             385,               18,               25,           58.362,          -62.200
             386,               18,               26,           62.654,          -62.200
             387,               19,                0,          -50.759,          -57.907
             388,               19,                1,          -46.467,          -57.907
             389,               19,                2,          -42.174,          -57.907
             390,               19,                3,          -37.656,          -57.907
             391,               19,                4,          -33.363,          -57.907
             392,               19,                5,          -29.071,          -57.907
             393,               19,                6,          -24.552,          -57.907
             394,               19,                7,          -20.260,          -57.907
             395,               19,                8,          -15.967,          -57.907
             396,               19,                9,          -11.449,          -57.907
             397,               19,               10,           -7.156,          -57.907
             398,               19,               11,           -2.864,          -57.907
             399,               19,               12,            1.655,          -57.907
             400,               19,               13,            5.947,          -57.907
             401,               19,               14,           10.240,          -57.907
             402,               19,               15,           14.758,          -57.907
             403,               19,               16,           19.051,          -57.907
             404,               19,               17,           23.344,          -57.907
             405,               19,               18,           27.862,          -57.907
             406,               19,               19,           32.155,          -57.907
             407,               19,               20,           36.447,          -57.907
             408,               19,               21,           40.965,          -57.907
             409,               19,               22,           45.258,          -57.907
             410,               19,               23,           49.551,          -57.907
             411,               19,               24,           54.069,          -57.907
             412,               19,               25,           58.362,          -57.907
             413,               19,               26,           62.654,          -57.907
             414,               20,                0,          -50.759,          -53.614
             415,               20,                1,          -46.467,          -53.614
             416,               20,                2,          -42.174,          -53.614
             417,               20,                3,          -37.656,          -53.614
             418,               20,                4,          -33.363,          -53.614
             419,               20,                5,          -29.071,          -53.614
             420,               20,                6,          -24.552,          -53.614
             421,               20,                7,          -20.260,          -53.614
             422,               20,                8,          -15.967,          -53.614
             423,               20,                9,          -11.449,          -53.614
             424,               20,               10,           -7.156,          -53.614
             425,               20,               11,           -2.864,          -53.614
             426,               20,               12,            1.655,          -53.614
             427,               20,               13,            5.947,          -53.614
             428,               20,               14,           10.240,          -53.614
             429,               20,               15,           14.758,          -53.614
             430,               20,               16,           19.051,          -53.614
             431,               20,               17,           23.344,          -53.614
             432,               20,               18,           27.862,          -53.614
             433,               20,               19,           32.155,          -53.614
             434,               20,               20,           36.447,          -53.614
             435,               20,               21,           40.965,          -53.614
             436,               20,               22,           45.258,          -53.614
             437,               20,               23,           49.551,          -53.614
             438,               20,               24,           54.069,          -53.614
             439,               20,               25,           58.362,          -53.614
             440,               20,               26,           62.654,          -53.614
             441,               21,                0,          -50.759,          -49.159
             442,               21,                1,          -46.467,          -49.159
             443,               21,                2,          -42.174,          -49.159
             444,               21,                3,          -37.656,          -49.159
             445,               21,                4,          -33.363,          -49.159
             446,               21,                5,          -29.071,          -49.159
             447,               21,                6,          -24.552,          -49.159
             448,               21,                7,          -20.260,          -49.159
             449,               21,                8,          -15.967,          -49.159
             450,               21,                9,          -11.449,          -49.159
             451,               21,               10,           -7.156,          -49.159
             452,               21,               11,           -2.864,          -49.159
             453,               21,               12,            1.655,          -49.159
             454,               21,               13,            5.947,          -49.159
             455,               21,               14,           10.240,          -49.159
             456,               21,               15,           14.758,          -49.159
             457,               21,               16,           19.051,          -49.159
             458,               21,               17,           23.344,          -49.159
             459,               21,               18,           27.862,          -49.159
             460,               21,               19,           32.155,          -49.159
             461,               21,               20,           36.447,          -49.159
             462,               21,               21,           40.965,          -49.159
             463,               21,               22,           45.258,          -49.159
             464,               21,               23,           49.551,          -49.159
             465,               21,               24,           54.069,          -49.159
             466,               21,               25,           58.362,          -49.159
             467,               21,               26,           62.654,          -49.159
             468,               22,                0,          -50.759,          -44.867
             469,               22,                1,          -46.467,          -44.867
             470,               22,                2,          -42.174,          -44.867
             471,               22,                3,          -37.656,          -44.867
             472,               22,                4,          -33.363,          -44.867
             473,               22,                5,          -29.071,          -44.867
             474,               22,                6,          -24.552,          -44.867
             475,               22,                7,          -20.260,          -44.867
             476,               22,                8,          -15.967,          -44.867
             477,               22,                9,          -11.449,          -44.867
             478,               22,               10,           -7.156,          -44.867
             479,               22,               11,           -2.864,          -44.867
             480,               22,               12,            1.655,          -44.867
             481,               22,               13,            5.947,          -44.867
             482,               22,               14,           10.240,          -44.867
             483,               22,               15,           14.758,          -44.867
             484,               22,               16,           19.051,          -44.867
             485,               22,               17,           23.344,          -44.867
             486,               22,               18,           27.862,          -44.867
             487,               22,               19,           32.155,          -44.867
             488,               22,               20,           36.447,          -44.867
             489,               22,               21,           40.965,          -44.867
             490,               22,               22,           45.258,          -44.867
             491,               22,               23,           49.551,          -44.867
             492,               22,               24,           54.069,          -44.867
             493,               22,               25,           58.362,          -44.867
             494,               22,               26,           62.654,          -44.867
             495,               23,                0,          -50.759,          -40.574
             496,               23,                1,          -46.467,          -40.574
             497,               23,                2,          -42.174,          -40.574
             498,               23,                3,          -37.656,          -40.574
             499,               23,                4,          -33.363,          -40.574
             500,               23,                5,          -29.071,          -40.574
             501,               23,                6,          -24.552,          -40.574
             502,               23,                7,          -20.260,          -40.574
             503,               23,                8,          -15.967,          -40.574
             504,               23,                9,          -11.449,          -40.574
             505,               23,               10,           -7.156,          -40.574
             506,               23,               11,           -2.864,          -40.574
             507,               23,               12,            1.655,          -40.574
             508,               23,               13,            5.947,          -40.574
             509,               23,               14,           10.240,          -40.574
             510,               23,               15,           14.758,          -40.574
             511,               23,               16,           19.051,          -40.574
             512,               23,               17,           23.344,          -40.574
             513,               23,               18,           27.862,          -40.574
             514,               23,               19,           32.155,          -40.574
             515,               23,               20,           36.447,          -40.574
             516,               23,               21,           40.965,          -40.574
             517,               23,               22,           45.258,          -40.574
             518,               23,               23,           49.551,          -40.574
             519,               23,               24,           54.069,          -40.574
             520,               23,               25,           58.362,          -40.574
             521,               23,               26,           62.654,          -40.574
             522,               24,                0,          -50.759,          -36.119
             523,               24,                1,          -46.467,          -36.119
             524,               24,                2,          -42.174,          -36.119
             525,               24,                3,          -37.656,          -36.119
             526,               24,                4,          -33.363,          -36.119
             527,               24,                5,          -29.071,          -36.119
             528,               24,                6,          -24.552,          -36.119
             529,               24,                7,          -20.260,          -36.119
             530,               24,                8,          -15.967,          -36.119
             531,               24,                9,          -11.449,          -36.119
             532,               24,               10,           -7.156,          -36.119
             533,               24,               11,           -2.864,          -36.119
             534,               24,               12,            1.655,          -36.119
             535,               24,               13,            5.947,          -36.119
             536,               24,               14,           10.240,          -36.119
             537,               24,               15,           14.758,          -36.119
             538,               24,               16,           19.051,          -36.119
             539,               24,               17,           23.344,          -36.119
             540,               24,               18,           27.862,          -36.119
             541,               24,               19,           32.155,          -36.119
             542,               24,               20,           36.447,          -36.119
             543,               24,               21,           40.965,          -36.119
             544,               24,               22,           45.258,          -36.119
             545,               24,               23,           49.551,          -36.119
             546,               24,               24,           54.069,          -36.119
             547,               24,               25,           58.362,          -36.119
             548,               24,               26,           62.654,          -36.119
             549,               25,                0,          -50.759,          -31.826
             550,               25,                1,          -46.467,          -31.826
             551,               25,                2,          -42.174,          -31.826
             552,               25,                3,          -37.656,          -31.826
             553,               25,                4,          -33.363,          -31.826
             554,               25,                5,          -29.071,          -31.826
             555,               25,                6,          -24.552,          -31.826
             556,               25,                7,          -20.260,          -31.826
             557,               25,                8,          -15.967,          -31.826
             558,               25,                9,          -11.449,          -31.826
             559,               25,               10,           -7.156,          -31.826
             560,               25,               11,           -2.864,          -31.826
             561,               25,               12,            1.655,          -31.826
             562,               25,               13,            5.947,          -31.826
             563,               25,               14,           10.240,          -31.826
             564,               25,               15,           14.758,          -31.826
             565,               25,               16,           19.051,          -31.826
             566,               25,               17,           23.344,          -31.826
             567,               25,               18,           27.862,          -31.826
             568,               25,               19,           32.155,          -31.826
             569,               25,               20,           36.447,          -31.826
             570,               25,               21,           40.965,          -31.826
             571,               25,               22,           45.258,          -31.826
             572,               25,               23,           49.551,          -31.826
             573,               25,               24,           54.069,          -31.826
             574,               25,               25,           58.362,          -31.826
             575,               25,               26,           62.654,          -31.826
             576,               26,                0,          -50.759,          -27.534
             577,               26,                1,          -46.467,          -27.534
             578,               26,                2,          -42.174,          -27.534
             579,               26,                3,          -37.656,          -27.534
             580,               26,                4,          -33.363,          -27.534
             581,               26,                5,          -29.071,          -27.534
             582,               26,                6,          -24.552,          -27.534
             583,               26,                7,          -20.260,          -27.534
             584,               26,                8,          -15.967,          -27.534
             585,               26,                9,          -11.449,          -27.534
             586,               26,               10,           -7.156,          -27.534
             587,               26,               11,           -2.864,          -27.534
             588,               26,               12,            1.655,          -27.534
             589,               26,               13,            5.947,          -27.534
             590,               26,               14,           10.240,          -27.534
             591,               26,               15,           14.758,          -27.534
             592,               26,               16,           19.051,          -27.534
             593,               26,               17,           23.344,          -27.534
             594,               26,               18,           27.862,          -27.534
             595,               26,               19,           32.155,          -27.534
             596,               26,               20,           36.447,          -27.534
             597,               26,               21,           40.965,          -27.534
             598,               26,               22,           45.258,          -27.534
             599,               26,               23,           49.551,          -27.534
             600,               26,               24,           54.069,          -27.534
             601,               26,               25,           58.362,          -27.534
             602,               26,               26,           62.654,          -27.534
             603,               27,                0,          -50.759,          -23.078
             604,               27,                1,          -46.467,          -23.078
             605,               27,                2,          -42.174,          -23.078
             606,               27,                3,          -37.656,          -23.078
             607,               27,                4,          -33.363,          -23.078
             608,               27,                5,          -29.071,          -23.078
             609,               27,                6,          -24.552,          -23.078
             610,               27,                7,          -20.260,          -23.078
             611,               27,                8,          -15.967,          -23.078
             612,               27,                9,          -11.449,          -23.078
             613,               27,               10,           -7.156,          -23.078
             614,               27,               11,           -2.864,          -23.078
             615,               27,               12,            1.655,          -23.078
             616,               27,               13,            5.947,          -23.078
             617,               27,               14,           10.240,          -23.078
             618,               27,               15,           14.758,          -23.078
             619,               27,               16,           19.051,          -23.078
             620,               27,               17,           23.344,          -23.078
             621,               27,               18,           27.862,          -23.078
             622,               27,               19,           32.155,          -23.078
             623,               27,               20,           36.447,          -23.078
             624,               27,               21,           40.965,          -23.078
             625,               27,               22,           45.258,          -23.078
             626,               27,               23,           49.551,          -23.078
             627,               27,               24,           54.069,          -23.078
             628,               27,               25,           58.362,          -23.078
             629,               27,               26,           62.654,          -23.078
             630,               28,                0,          -50.759,          -18.786
             631,               28,                1,          -46.467,          -18.786
             632,               28,                2,          -42.174,          -18.786
             633,               28,                3,          -37.656,          -18.786
             634,               28,                4,          -33.363,          -18.786
             635,               28,                5,          -29.071,          -18.786
             636,               28,                6,          -24.552,          -18.786
             637,               28,                7,          -20.260,          -18.786
             638,               28,                8,          -15.967,          -18.786
             639,               28,                9,          -11.449,          -18.786
             640,               28,               10,           -7.156,          -18.786
             641,               28,               11,           -2.864,          -18.786
             642,               28,               12,            1.655,          -18.786
             643,               28,               13,            5.947,          -18.786
             644,               28,               14,           10.240,          -18.786
             645,               28,               15,           14.758,          -18.786
             646,               28,               16,           19.051,          -18.786
             647,               28,               17,           23.344,          -18.786
             648,               28,               18,           27.862,          -18.786
             649,               28,               19,           32.155,          -18.786
             650,               28,               20,           36.447,          -18.786
             651,               28,               21,           40.965,          -18.786
             652,               28,               22,           45.258,          -18.786
             653,               28,               23,           49.551,          -18.786
             654,               28,               24,           54.069,          -18.786
             655,               28,               25,           58.362,          -18.786
             656,               28,               26,           62.654,          -18.786
             657,               29,                0,          -50.759,          -14.493
             658,               29,                1,          -46.467,          -14.493
             659,               29,                2,          -42.174,          -14.493
             660,               29,                3,          -37.656,          -14.493
             661,               29,                4,          -33.363,          -14.493
             662,               29,                5,          -29.071,          -14.493
             663,               29,                6,          -24.552,          -14.493
             664,               29,                7,          -20.260,          -14.493
             665,               29,                8,          -15.967,          -14.493
             666,               29,                9,          -11.449,          -14.493
             667,               29,               10,           -7.156,          -14.493
             668,               29,               11,           -2.864,          -14.493
             669,               29,               12,            1.655,          -14.493
             670,               29,               13,            5.947,          -14.493
             671,               29,               14,           10.240,          -14.493
             672,               29,               15,           14.758,          -14.493
             673,               29,               16,           19.051,          -14.493
             674,               29,               17,           23.344,          -14.493
             675,               29,               18,           27.862,          -14.493
             676,               29,               19,           32.155,          -14.493
             677,               29,               20,           36.447,          -14.493
             678,               29,               21,           40.965,          -14.493
